ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3,SC4,SC5,NE1,NE2,NE3,NE4,NE5
705,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"More than Rp 10,000,000",Less than 20%,2,2,4,2,1,1,1,1,2,2,2,2,2,3,4,4,4,3,3,2,4,2,4,4,4,4,4,4
706,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",21% - 40%,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,5,4,3,3,2
707,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2003,Entrepreneur,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,3,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4,3,3,3,3,3,4,2,3
708,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,4,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,3,2,5,4,5,5,5
709,Female,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,4,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,2,2,2,5,4,5,2,2
710,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,3,3,2,4,4,4,3,4,2,3,2,2,1,4,4,4,3,3,3,2,3,2,5,5,5,5,5
711,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,2,2,2,3,3,3,3,3,3,3,2,1,2,4,3,3,3,4,4,3,3,3,4,3,5,1,3
712,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,5,1,4,2,4,5,5,5,5,4,5,4,5,5,2,2,3,4,5,4,2,1,4,5,2,2,1
713,Male,Lampung,e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2
714,Male,Lampung,e-paylater user,"Diploma I, II, III",1999,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,5,2,4,5,1,4,5,5,3,5,5,4,4,5,5,2,3,4,5,4,2,1,4,5,2,3,1
715,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,3,5,3,3,3,3,5,3,3,3,3,3,3,5,4,4,4,4,4,1,1,1,4,2,2,3,1
716,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Not Working,"Less than Rp 1,000,000",41% - 60%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5
717,Female,Lampung,e-paylater user,"Diploma I, II, III",1997,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,5,1,4,4,5,2,4,2,5,3,4,5,4,2,3,4,5,4,5,3,2,1,4,2,5,2,5
718,Male,South Sumatera,e-paylater user,Post Graduate,1996,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,5,5,3,2,5,1,1,2,1,1
719,Male,Lampung,Non e-paylater user,Post Graduate,1995,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,2,2,2,2
720,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1994,Not Working,"More than Rp 10,000,000",Less than 20%,4,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,3,5,5,5,5,5
721,Female,Lampung,e-paylater user,"Diploma I, II, III",1999,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,3,3,3,3,3
722,Female,South Sumatera,Non e-paylater user,Post Graduate,1998,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,4,4,4,2,4,4,2,2
723,Female,Riau,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,2,5,5,5,5,5
724,Male,Jambi,e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",21% - 40%,1,1,1,1,5,5,5,5,4,4,3,3,3,4,4,4,4,4,5,5,5,5,5,2,2,2,1,1
725,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Not Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,2,2,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2
726,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1992,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,2,3,3,3,2,3,2,2
727,Female,Riau,Non e-paylater user,Post Graduate,1995,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,4,4,5,4,4,4,4,3
728,Female,Jambi,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,3,3,4,2,2,2,2,2
729,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,5,5,3,3,3,3,3
730,Male,DKI Jakarta,e-paylater user,Post Graduate,1992,Working,"More than Rp 10,000,000",Less than 20%,5,3,3,1,1,1,1,1,1,3,3,3,1,1,3,3,3,3,4,4,3,3,3,4,3,3,4,3
731,Female,Riau,e-paylater user,Post Graduate,1995,Not Working,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,3,3,4,2,2,2,2,4,4,3,3,3,3,5,5,5,5,3,3,2,2,5,5,5,5,5,3
732,Male,Jambi,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",41% - 60%,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,3,4,4,4,4,2,2,2,2,3,4,4,2
733,Male,Bengkulu,e-paylater user,Post Graduate,1993,Entrepreneur,"More than Rp 10,000,000",21% - 40%,5,3,2,5,5,4,5,4,5,5,4,5,3,5,4,5,5,4,4,5,1,3,1,1,2,4,5,4
734,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1992,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3
735,Female,Riau,Non e-paylater user,Until Senior High School,1995,Students,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,4,4,3,5,2,1,3,5,5,3,3,1
736,Female,Jambi,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3
737,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,4,4
738,Female,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1992,Working,"More than Rp 10,000,000",41% - 60%,4,5,2,3,4,4,3,2,4,3,3,3,1,1,4,4,4,4,4,4,2,3,3,5,5,5,3,2
739,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1975,Working,"More than Rp 10,000,000",Less than 20%,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,4,4,3,3,4,5,4,5,4,4
740,Male,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3
741,Female,West Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,5,2,5,5,3,4,5,5,4,5,3,4,5,4,5,3,4,4,5,4,2,1,2,2,3,1,2
742,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,3,3,1,1,1,1,1,3,3,3,1,1,1,4,4,4,3,4,4,3,4,4,4,3,4,3,3
743,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2000,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,3,3
744,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,4,3,1,2,2,2,2,2,1,1,1,1,1,4,3,3,3,4,4,2,4,4,3,3,2,2,2
745,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,2,1,3,1,1,1,1,1,1,1,1,5,1,1,4,4,4,3,5,5,4,5,5,5,5,5,3,3
746,Female,Kepulauan Riau,Non e-paylater user,"Diploma I, II, III",2002,Working,"Less than Rp 1,000,000",Less than 20%,3,2,3,3,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,3,1,2,2,5,4,3,3,2
747,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,4,4,3,1,2,4,4,4,4,3,3,3,2,2,4,3,4,3,5,5,4,4,5,4,3,4,4,3
748,Male,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,4,4,5,5,5,5,3
749,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,5,4,4,4
750,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",Less than 20%,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,2,2,3,2,4,3,2
751,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",More than 100%,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,5,5,1,1,1,4,4,4,4,5
752,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,1,2,3,1,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,4,5,5,4
753,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"More than Rp 10,000,000",Less than 20%,1,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,1,2,2,2,4,4,4,4,4,3,4,4
754,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,3,3,4,4,2,4,4,3,2,3,2,3,3,4,3,4,4,4,3,2,4,3,3,2,3,2
755,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",21% - 40%,1,1,2,3,3,4,4,5,2,2,3,3,2,1,2,1,2,2,3,4,2,1,2,4,4,3,5,3
756,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,2,4,2,4,4,3,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,2,2,2,2,2
757,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 5,000,001 - Rp 7,500,000",More than 100%,1,1,3,3,1,1,1,1,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,3,2,2,3,3
758,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2002,Students,"Less than Rp 1,000,000",21% - 40%,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,4,3,4,3,3,3,3,4
759,Male,West Sumatera,e-paylater user,Until Senior High School,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,2,4,3,3,2,3,2,2,2,2,3,2,3,2,3,4,3,2,3,3,3,3,3,4,3
760,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,5,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,3,3
761,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,4,3,3,4,4,4,4,4,3,3,3,4,3,3,4,3,4,3,4,4,2,2,3,4,2,2,2,2
762,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,2,4,5,2,2,2,2,2
763,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,4,3,2,3,3,5,5,5,3,5
764,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,4,3,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2
765,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,2,2,1,2,2,2,2,3,2,3,3,2,3,3,3,3,3,4,4,3,4,4,5,5,5,4,4
766,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,5,3,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,2,2,2,5,5,5,5,5
767,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,3,3,1,1,3,2,1
768,Male,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,3,1,1,1,1,2,4,2,2,2,2,1,4,1,1,4,1,5,5,5,2,2,2,2,2
769,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,3,2,1,2,2,2,2,2,3,2,2,2,2,3,3,3,3,4,4,4,4,3,5,4,5,4,4
770,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,2,2,2,5,3,3,3,3
771,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Less than Rp 1,000,000",Less than 20%,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,5,5,3
772,Male,Riau,Non e-paylater user,Until Senior High School,2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,2,1,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3
773,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,4,3,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,5,5,4,4,4,4,5,4,5,4
774,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,1,2,2,2,2,3,3,4,3,3,4,3,3,3,3,4,4,2,2,2,4,4,4,4,4
775,Male,West Sumatera,e-paylater user,Until Senior High School,2004,Students,"More than Rp 10,000,000",21% - 40%,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,3,2,1
776,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,5,5,4,4,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,5,5,5,5,3,3,3,3,3
777,Male,DKI Jakarta,Non e-paylater user,Post Graduate,2003,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,5,5,5,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,4,4,3,4,4,3,3,3,3,2
778,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,5,5,5
779,Male,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,3,5
780,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,2,1,2,1,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,4,4,4,3,4
781,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"Less than Rp 1,000,000",Less than 20%,2,2,3,2,2,4,3,4,2,2,2,2,2,2,4,4,4,4,4,4,2,3,2,5,5,5,4,3
782,Male,Kepulauan Riau,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,4,3,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,4,4,5,2,5,4,3,4
783,Male,South Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4
784,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3
785,Male,West Sumatera,Non e-paylater user,Post Graduate,2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",More than 100%,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,2
786,Male,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,5,5,5,2,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,2,3,2,4,3,4,4,4
787,Female,Riau,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",61% - 80%,2,2,3,3,1,2,2,2,3,2,2,3,3,3,3,3,4,4,4,4,2,2,2,5,4,4,4,5
788,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Entrepreneur,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,3,3,3,3,3
789,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3
790,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",Less than 20%,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
791,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,4,3,3,5,5,3
792,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4
793,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,3,2
794,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4
795,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,1,2,2,2,2,2,2,2,2,2,2,4,2,3,3,4,4,2,2,2,3,3,3,4,3
796,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",41% - 60%,2,2,2,2,3,2,3,2,2,2,2,3,4,4,2,2,2,3,4,2,3,4,4,3,3,3,3,3
797,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1,1,2,1,4,4,4,4,3,2,2,2,1,3,3,3,3,3,4,4,3,3,3,1,3,5,4,3
798,Female,West Sumatera,Non e-paylater user,Post Graduate,2001,Students,"Less than Rp 1,000,000",41% - 60%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,4,3,4,3,5,5,5
799,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,3,3,2,3,4,4,4
800,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Less than Rp 1,000,000",21% - 40%,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,4,3,3,3,3,3
801,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,2,3,3,3,3,3,3,3
802,Female,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,1,3,3,3,2,3,3,2,2,2,2,3,2,3,2,2,3,5,5,3,3,3,3,3,4
803,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,3,2,1
804,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"Less than Rp 1,000,000",21% - 40%,4,3,3,4,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,3
805,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,4,4,3,1,1,1,1,2,2,2,1,1,2,3,3,2,3,4,4,3,3,2,4,4,5,4,2
806,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1989,Students,"Less than Rp 1,000,000",Less than 20%,5,4,3,2,4,4,4,4,4,1,3,3,3,4,3,2,3,3,4,4,3,4,4,3,3,3,4,3
807,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,1,2,4,3
808,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2002,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,2,2,2,2,2,2,4,3,3,3,3,3,4,4,4,4,4,4,2,2,3,1,5,2,5,1
809,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,3,3
810,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,1,1,1,1,1,1,3,1,1,1,4,3,3,3,3,4,4,2,3,3,4,4,4,5,5
